Coefficient,feature,category,acronym,plot_index
0.04177138042089146,corpus-words-with-13ltr,stylometry,STY,"(STY)
corpus-words-with-13ltr"
0.0393535163818024,punctuation-symbols-brackets-open,stylometry,STY,"(STY)
punctuation-symbols-brackets-open"
0.032730388980627634,punctuation-symbols-open-question,stylometry,STY,"(STY)
punctuation-symbols-open-question"
0.03145022967574862,sentences-pasive-percentage,stylometry,STY,"(STY)
sentences-pasive-percentage"
0.02773769676686877,punctuation-symbols-curly-brackets-close,stylometry,STY,"(STY)
punctuation-symbols-curly-brackets-close"
0.024438821443333314,punctuation-symbols-open-exclamation,stylometry,STY,"(STY)
punctuation-symbols-open-exclamation"
0.01872111096941742,punctuation-symbols-low-dashes,stylometry,STY,"(STY)
punctuation-symbols-low-dashes"
0.0183963072358293,corpus-words-with-15ltr,stylometry,STY,"(STY)
corpus-words-with-15ltr"
0.01838322647975943,sentences-exclamative-percentage,stylometry,STY,"(STY)
sentences-exclamative-percentage"
0.014400346377675177,corpus-words-with-14ltr,stylometry,STY,"(STY)
corpus-words-with-14ltr"
0.013989240442552564,punctuation-symbols-ditto-mark,stylometry,STY,"(STY)
punctuation-symbols-ditto-mark"
0.013774369052681479,sentences-interrogative-percentage,stylometry,STY,"(STY)
sentences-interrogative-percentage"
0.011492955423870299,punctuation-symbols-hash,stylometry,STY,"(STY)
punctuation-symbols-hash"
0.01002603142929237,punctuation-symbols-dashes,stylometry,STY,"(STY)
punctuation-symbols-dashes"
0.008071416129832532,punctuation-symbols-apostrophe,stylometry,STY,"(STY)
punctuation-symbols-apostrophe"
0.007906020602726826,sentences-quotes-percentage,stylometry,STY,"(STY)
sentences-quotes-percentage"
0.007498378559358976,punctuation-symbols-mathematical-signs,stylometry,STY,"(STY)
punctuation-symbols-mathematical-signs"
0.007197746661805393,punctuation-symbols-pilcrow,stylometry,STY,"(STY)
punctuation-symbols-pilcrow"
0.0068084656854434655,corpus-words-with-21ltr,stylometry,STY,"(STY)
corpus-words-with-21ltr"
0.006192003622403686,corpus-expressions-quoted,stylometry,STY,"(STY)
corpus-expressions-quoted"
0.005977911214199327,punctuation-symbols-currencies,stylometry,STY,"(STY)
punctuation-symbols-currencies"
0.005618886804375833,sentences-conversations,stylometry,STY,"(STY)
sentences-conversations"
0.003994486020220123,punctuation-symbols-semicolons,stylometry,STY,"(STY)
punctuation-symbols-semicolons"
0.003920956319716673,corpus-TTR-deviation,stylometry,STY,"(STY)
corpus-TTR-deviation"
0.003894130724736211,punctuation-symbols-ampersand,stylometry,STY,"(STY)
punctuation-symbols-ampersand"
0.002460143063613529,punctuation-symbols-line-breaks,stylometry,STY,"(STY)
punctuation-symbols-line-breaks"
0.002430193435980943,sentences-exclamative-percentage-emphasis,stylometry,STY,"(STY)
sentences-exclamative-percentage-emphasis"
0.0020178569775883837,corpus-words-with-25ltr,stylometry,STY,"(STY)
corpus-words-with-25ltr"
0.0016526499556661634,punctuation-symbols-at-sign,stylometry,STY,"(STY)
punctuation-symbols-at-sign"
0.0015551448501702758,punctuation-symbols-degree,stylometry,STY,"(STY)
punctuation-symbols-degree"
0.0014892212547090722,corpus-words-with-19ltr,stylometry,STY,"(STY)
corpus-words-with-19ltr"
0.0014111094395778956,punctuation-symbols-percentages,stylometry,STY,"(STY)
punctuation-symbols-percentages"
0.0008820485816229962,punctuation-symbols-pipe,stylometry,STY,"(STY)
punctuation-symbols-pipe"
0.0008249007624576699,punctuation-symbols-bullet,stylometry,STY,"(STY)
punctuation-symbols-bullet"
0.0006204186351164154,corpus-expressions-within-asterisks,stylometry,STY,"(STY)
corpus-expressions-within-asterisks"
0.00017464256872656847,punctuation-symbols-prime,stylometry,STY,"(STY)
punctuation-symbols-prime"
